Record_ID,Date,Year,Month,Season,Country,City,Latitude,Longitude,Population_Density_per_km2,Green_Cover_Pct,AQI,AQI_Category,Pollution_Alert_Level,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,SO2_ugm3,CO_mgm3,O3_ugm3,VOC_ugm3,NH3_ugm3,Lead_Pb_ugm3,Benzene_ugm3,Formaldehyde_ugm3,Black_Carbon_ugm3,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Weather_Condition,Primary_Pollution_Source,Industry_Nearby,Traffic_Density,Health_Effects,Associated_Diseases,Respiratory_Risk_Index,Cardiovascular_Risk_Index,Cancer_Risk_Index,Daily_Mortality_Risk,Exceeds_WHO_PM25_Standard,WHO_PM25_Guideline_ugm3
GAP-05285,2019-04-18,2019,4,Spring,China,Beijing,-21.883,90.3729,41901,9.1,210,Very Unhealthy,Emergency,111.13,254.34,272.92,33.69,15.43,160.96,66.61,13.69,1.228,1.424,49.23,6.55,-13.6,68.5,20.2,E,1032.9,7.38,Smoggy,Chemical Plants,No,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",42.0,35.0,3.512,High,Yes,15
GAP-05286,2023-12-23,2023,12,Winter,USA,Denver,-36.8271,-16.0458,20095,42.5,102,Unhealthy for Sensitive Groups,Watch,41.87,96.62,38.33,27.42,5.34,38.23,14.41,1.03,0.0876,18.227,26.2,2.41,44.8,18.0,32.2,NW,977.5,8.72,Sunny,Waste Incineration,Yes,Medium,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.4,17.0,1.611,Moderate,Yes,15
GAP-05287,2017-10-22,2017,10,Autumn,Colombia,Cali,31.2928,-23.9527,25052,46.7,172,Unhealthy,Warning,71.58,116.29,47.97,74.95,7.83,27.13,190.22,37.05,0.2395,11.274,19.54,19.63,43.8,74.0,18.2,SW,1009.0,7.85,Sunny,Construction Dust,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",34.4,28.7,1.433,Moderate,Yes,15
GAP-05288,2017-12-30,2017,12,Winter,Philippines,Manila,69.0126,36.7548,39782,33.0,189,Unhealthy,Warning,99.55,168.62,163.08,64.26,11.22,109.66,106.74,18.31,0.0647,8.076,38.62,22.71,41.5,11.6,6.6,S,1012.9,7.64,Sunny,Chemical Plants,Yes,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.8,31.5,1.306,Moderate,Yes,15
GAP-05289,2016-04-03,2016,4,Spring,Saudi Arabia,Jeddah,45.2825,75.1223,28928,11.3,138,Unhealthy for Sensitive Groups,Watch,57.22,106.95,56.16,26.28,3.25,57.29,101.4,62.66,0.9703,7.456,29.68,27.26,1.1,54.0,32.0,SE,1018.5,8.28,Hazy,Shipping Ports,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.6,23.0,2.907,Moderate,Yes,15
GAP-05290,2015-11-12,2015,11,Autumn,Germany,Cologne,24.2662,105.9041,27927,4.2,39,Good,None,16.98,33.44,5.69,10.21,1.21,11.0,45.71,52.41,0.3619,12.877,27.43,15.49,7.6,13.8,34.5,SW,1000.8,9.51,Rainy,Agricultural Burning,No,High,No significant health effects,None,7.8,6.5,1.916,Low,Yes,15
GAP-05291,2016-06-06,2016,6,Summer,Bangladesh,Chittagong,-49.1582,-118.0654,37504,40.6,292,Very Unhealthy,Emergency,170.7,256.41,205.58,101.6,8.78,37.59,374.25,32.39,1.4947,10.757,6.76,2.85,-2.5,88.8,17.5,S,1026.2,6.35,Clear,Steel Manufacturing,Yes,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",58.4,48.7,3.662,High,Yes,15
GAP-05292,2020-12-02,2020,12,Winter,Pakistan,Faisalabad,-3.1473,-7.0596,29701,18.2,423,Hazardous,Hazardous Emergency,197.3,298.73,232.7,47.89,25.65,53.09,520.43,42.93,1.2078,12.317,37.91,14.04,10.3,50.0,26.1,NE,995.4,4.71,Windy,Wildfire/Forest Fire,No,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",84.6,70.5,3.79,Very High,Yes,15
GAP-05293,2017-10-05,2017,10,Autumn,India,Bangalore,68.3155,124.2859,1728,3.2,405,Hazardous,Hazardous Emergency,206.53,479.68,365.12,28.43,14.46,167.33,148.16,66.18,0.8468,7.201,48.59,21.77,4.0,27.1,30.8,NW,1007.3,4.94,Hazy,Mining Operations,Yes,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",81.0,67.5,3.025,Very High,Yes,15
GAP-05294,2020-06-19,2020,6,Summer,South Korea,Seoul,27.6,-85.9878,3622,26.3,116,Unhealthy for Sensitive Groups,Watch,49.33,92.83,81.26,18.01,5.75,82.86,94.83,23.17,0.1051,13.873,36.44,14.48,36.7,36.9,25.5,SE,1006.4,8.55,Smoggy,Vehicle Emissions,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.2,19.3,1.633,Moderate,Yes,15
GAP-05295,2018-09-12,2018,9,Autumn,South Korea,Seoul,13.0772,-60.9089,20492,24.3,180,Unhealthy,Warning,83.61,126.86,76.91,77.89,0.56,20.61,146.22,1.33,0.9583,12.525,11.44,13.33,31.0,27.7,21.3,N,995.1,7.75,Clear,Sandstorm/Dust Storm,Yes,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",36.0,30.0,2.772,Moderate,Yes,15
GAP-05296,2018-03-03,2018,3,Spring,Indonesia,Surabaya,1.2188,50.2865,35393,10.2,175,Unhealthy,Warning,76.0,179.24,179.78,36.89,2.48,77.15,178.4,29.93,0.1245,2.271,34.98,25.78,34.8,75.5,26.7,N,1038.5,7.81,Clear,Chemical Plants,Yes,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",35.0,29.2,1.062,Moderate,Yes,15
GAP-05297,2022-12-18,2022,12,Winter,France,Toulouse,-26.9521,-116.237,7053,35.1,127,Unhealthy for Sensitive Groups,Watch,63.63,137.07,72.72,18.56,0.91,59.44,93.82,48.96,0.9593,4.268,20.74,12.39,-14.1,87.8,23.7,SE,1013.0,8.41,Foggy,Chemical Plants,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",25.4,21.2,2.547,Moderate,Yes,15
GAP-05298,2015-10-08,2015,10,Autumn,Pakistan,Karachi,7.697,35.0869,29843,6.3,194,Unhealthy,Warning,127.29,283.58,14.79,15.82,13.54,94.35,188.02,8.45,0.8656,16.938,45.17,13.79,20.2,74.2,14.3,NE,983.4,7.58,Hazy,Cement Production,No,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",38.8,32.3,3.482,Moderate,Yes,15
GAP-05299,2022-02-19,2022,2,Winter,China,Chengdu,-54.8321,5.9279,28170,30.6,399,Hazardous,Hazardous Emergency,258.98,586.53,515.15,9.78,17.49,129.13,498.11,64.41,0.4157,14.101,40.58,15.72,15.1,48.8,7.7,NE,1026.7,5.01,Sunny,Wildfire/Forest Fire,No,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",79.8,66.5,2.348,Very High,Yes,15
GAP-05300,2023-09-13,2023,9,Autumn,Ethiopia,Dire Dawa,37.9115,-46.3374,29227,32.7,221,Very Unhealthy,Emergency,122.39,297.84,69.26,44.3,16.44,145.92,193.17,7.88,0.1966,8.861,40.84,22.37,36.3,45.7,20.4,S,984.6,7.24,Smoggy,Agricultural Burning,Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",44.2,36.8,1.653,High,Yes,15
GAP-05301,2019-06-13,2019,6,Summer,Turkey,Ankara,58.9982,-70.1507,7733,48.3,132,Unhealthy for Sensitive Groups,Watch,77.72,161.18,81.35,4.73,4.56,106.3,45.9,2.14,0.7687,7.646,34.65,4.21,17.5,89.2,32.4,E,1030.4,8.35,Windy,Industrial Factories,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.4,22.0,2.613,Moderate,Yes,15
GAP-05302,2021-09-18,2021,9,Autumn,Turkey,Izmir,-50.4542,-14.9412,16680,18.6,185,Unhealthy,Warning,75.37,118.43,208.45,80.79,12.74,79.45,131.76,16.05,0.6623,3.21,31.08,0.98,10.7,96.7,34.8,NE,1021.9,7.69,Foggy,Wildfire/Forest Fire,No,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.0,30.8,2.107,Moderate,Yes,15
GAP-05303,2017-07-06,2017,7,Summer,China,Guangzhou,35.1866,134.3182,20419,41.4,188,Unhealthy,Warning,79.73,188.79,165.22,36.3,12.08,80.04,239.87,40.16,0.9534,2.269,13.28,19.74,9.6,21.7,5.8,NE,1016.6,7.65,Hazy,Shipping Ports,No,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.6,31.3,2.286,Moderate,Yes,15
GAP-05304,2020-07-22,2020,7,Summer,Canada,Montreal,65.9079,-4.4175,28626,41.8,11,Good,None,5.83,13.28,10.91,1.0,0.65,153.39,0.89,42.42,0.3744,18.675,4.67,19.93,23.9,20.6,26.9,NE,981.7,9.86,Sunny,Cement Production,No,High,No significant health effects,None,2.2,1.8,1.776,Low,No,15
GAP-05305,2022-01-31,2022,1,Winter,Kenya,Kisumu,61.7806,48.0885,32818,46.3,101,Unhealthy for Sensitive Groups,Watch,47.39,81.96,116.75,4.2,1.39,72.4,28.94,16.16,0.3203,2.935,31.12,2.59,6.4,69.1,11.2,NE,987.5,8.74,Smoggy,Construction Dust,Yes,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.2,16.8,1.41,Moderate,Yes,15
GAP-05306,2018-05-26,2018,5,Spring,Kenya,Nairobi,-34.6025,27.5941,3827,48.0,140,Unhealthy for Sensitive Groups,Watch,62.04,135.43,140.16,48.51,0.97,143.68,50.68,21.73,0.5879,13.274,28.49,21.27,24.5,71.7,10.8,SE,1014.8,8.25,Cloudy,Volcanic Activity,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",28.0,23.3,2.409,Moderate,Yes,15
GAP-05307,2018-12-11,2018,12,Winter,Mexico,Monterrey,-39.6904,90.9989,36321,16.4,198,Unhealthy,Warning,124.76,203.43,39.75,31.43,1.71,57.14,178.53,34.87,0.4462,6.786,12.07,13.71,12.5,88.9,23.5,N,1010.4,7.53,Smoggy,Volcanic Activity,No,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",39.6,33.0,1.473,Moderate,Yes,15
GAP-05308,2023-08-16,2023,8,Summer,Indonesia,Surabaya,-53.2874,83.2718,14871,24.6,275,Very Unhealthy,Emergency,176.25,377.44,194.56,66.1,7.11,158.88,195.91,17.93,1.1208,6.816,11.56,23.84,11.8,27.9,23.7,E,1025.4,6.56,Foggy,Residential Heating (Wood/Coal),Yes,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",55.0,45.8,2.814,High,Yes,15
GAP-05309,2020-06-26,2020,6,Summer,Germany,Frankfurt,-20.0865,-95.9851,13300,28.0,161,Unhealthy,Warning,106.7,247.23,23.81,43.02,2.16,27.74,4.9,3.42,0.5289,0.463,21.7,4.41,34.5,43.6,22.6,W,997.8,7.99,Hazy,Shipping Ports,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",32.2,26.8,1.515,Moderate,Yes,15
GAP-05310,2022-07-05,2022,7,Summer,Pakistan,Karachi,-5.5152,-113.1737,7834,9.1,149,Unhealthy for Sensitive Groups,Watch,70.81,107.4,107.39,7.35,7.99,62.07,132.92,35.73,0.1349,19.567,0.56,28.02,26.9,58.2,29.1,SW,962.3,8.14,Smoggy,Waste Incineration,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",29.8,24.8,1.259,Moderate,Yes,15
GAP-05311,2016-04-30,2016,4,Spring,Iran,Tabriz,-12.0228,-53.1901,44413,16.2,339,Hazardous,Hazardous Emergency,221.66,378.95,444.39,133.48,11.55,87.04,178.27,59.7,0.9288,15.629,27.07,2.04,37.5,49.8,25.6,N,980.1,5.76,Windy,Chemical Plants,Yes,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",67.8,56.5,3.18,Very High,Yes,15
GAP-05312,2020-10-23,2020,10,Autumn,Colombia,Bogota,-52.6142,-75.2174,1361,9.5,70,Moderate,Advisory,30.93,46.79,91.18,2.93,1.9,152.01,2.17,62.61,0.6303,4.352,7.96,25.13,2.2,51.8,12.8,SE,1029.4,9.12,Foggy,Waste Incineration,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,14.0,11.7,1.637,Low,Yes,15
GAP-05313,2020-10-10,2020,10,Autumn,Canada,Calgary,64.8153,112.5024,37479,19.3,60,Moderate,Advisory,27.14,47.46,79.01,18.48,0.26,90.94,52.96,27.02,1.3317,16.218,20.49,22.84,16.7,81.6,17.3,SW,968.9,9.25,Clear,Biomass Burning,Yes,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,12.0,10.0,3.884,Low,Yes,15
GAP-05314,2019-03-08,2019,3,Spring,Saudi Arabia,Mecca,41.4117,-88.8408,30485,25.0,83,Moderate,Advisory,46.81,78.97,4.71,14.87,4.8,52.57,37.79,10.49,1.064,5.803,31.61,15.96,44.6,93.3,14.1,W,1024.2,8.96,Smoggy,Pesticide Spraying,Yes,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.6,13.8,3.05,Low,Yes,15
GAP-05315,2024-02-01,2024,2,Winter,Canada,Calgary,22.1358,62.8453,9938,4.3,171,Unhealthy,Warning,73.62,150.5,51.68,13.47,5.71,173.81,26.26,36.08,0.1398,4.948,13.97,15.45,31.9,39.4,27.4,E,961.3,7.86,Foggy,Steel Manufacturing,No,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",34.2,28.5,0.806,Moderate,Yes,15
GAP-05316,2021-01-16,2021,1,Winter,Brazil,Belo Horizonte,-36.4775,-95.2037,41428,2.2,43,Good,None,21.81,33.39,10.73,6.55,3.08,16.89,29.73,61.94,0.7612,11.767,46.71,19.71,30.5,13.5,27.9,SE,993.8,9.46,Smoggy,Power Plants (Coal),Yes,Very High,No significant health effects,None,8.6,7.2,3.045,Low,Yes,15
GAP-05317,2016-05-17,2016,5,Spring,Brazil,Manaus,67.2094,73.2415,22822,12.0,239,Very Unhealthy,Emergency,109.55,230.48,147.61,5.52,11.34,107.96,21.79,17.42,0.435,3.977,32.69,16.18,7.0,48.1,33.8,SE,969.0,7.01,Sunny,Pesticide Spraying,No,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",47.8,39.8,1.723,High,Yes,15
GAP-05318,2016-10-21,2016,10,Autumn,Ethiopia,Addis Ababa,23.721,-104.9301,28393,8.6,206,Very Unhealthy,Emergency,127.69,201.52,85.46,56.09,1.15,77.78,68.99,52.5,0.1486,15.751,28.76,11.5,-6.6,69.1,29.4,E,1027.8,7.42,Sunny,Volcanic Activity,Yes,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",41.2,34.3,1.66,High,Yes,15
GAP-05319,2022-08-08,2022,8,Summer,Japan,Tokyo,38.7591,-23.5809,34181,56.4,100,Moderate,Advisory,52.79,110.09,74.81,8.81,2.17,136.12,34.09,55.76,1.136,15.091,37.16,8.16,10.3,51.3,33.2,N,986.3,8.75,Smoggy,Cement Production,Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,20.0,16.7,3.77,Moderate,Yes,15
GAP-05320,2016-06-30,2016,6,Summer,Kenya,Nairobi,-26.383,-55.5554,5517,37.4,59,Moderate,Advisory,25.7,51.05,3.81,14.58,2.82,78.4,12.41,55.99,1.2633,12.866,29.19,12.99,25.3,37.6,20.5,W,986.7,9.26,Sunny,Biomass Burning,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,11.8,9.8,3.754,Low,Yes,15
GAP-05321,2022-06-24,2022,6,Summer,Brazil,Manaus,51.0751,-32.2133,49272,14.9,168,Unhealthy,Warning,75.73,135.58,163.6,3.14,0.2,77.07,239.41,4.74,1.3457,11.317,5.39,25.0,-12.2,55.1,21.8,SE,1014.3,7.9,Rainy,Shipping Ports,Yes,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",33.6,28.0,3.365,Moderate,Yes,15
GAP-05322,2015-05-06,2015,5,Spring,Egypt,Cairo,-21.8978,-72.1701,36875,45.7,462,Hazardous,Hazardous Emergency,246.58,414.37,259.58,12.23,5.61,151.54,641.76,2.68,0.4824,18.717,36.12,0.87,-8.5,74.9,24.0,SE,1030.1,4.22,Hazy,Wildfire/Forest Fire,Yes,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",92.4,77.0,2.623,Very High,Yes,15
GAP-05323,2020-04-03,2020,4,Spring,Ethiopia,Dire Dawa,37.241,-96.966,19326,7.1,382,Hazardous,Hazardous Emergency,227.54,522.07,22.32,179.77,24.04,173.09,154.38,13.63,1.3123,0.469,21.07,13.18,-1.4,30.4,23.5,N,985.6,5.22,Windy,Cement Production,No,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",76.4,63.7,3.069,Very High,Yes,15
GAP-05324,2022-03-30,2022,3,Spring,Japan,Fukuoka,-0.8638,-0.3039,41914,49.5,49,Good,None,27.87,45.19,29.64,0.32,2.59,23.02,11.79,63.6,0.6213,13.897,32.9,4.94,-4.9,68.0,8.7,E,995.3,9.39,Clear,Industrial Factories,Yes,Low,No significant health effects,None,9.8,8.2,2.595,Low,Yes,15
GAP-05325,2021-03-08,2021,3,Spring,UK,London,-43.2477,80.191,21360,23.8,8,Good,None,4.43,8.42,5.42,1.2,0.05,52.56,0.45,10.74,0.3676,5.979,19.11,27.04,18.9,88.7,2.7,SE,986.6,9.9,Sunny,Volcanic Activity,No,Medium,No significant health effects,None,1.6,1.3,1.416,Low,No,15
GAP-05326,2016-12-11,2016,12,Winter,Kenya,Kisumu,-51.818,-54.898,20912,2.4,119,Unhealthy for Sensitive Groups,Watch,63.69,122.89,106.19,33.31,1.9,158.81,126.41,52.47,0.7152,18.918,1.04,21.1,44.0,62.0,21.0,W,1023.5,8.51,Sunny,Vehicle Emissions,Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.8,19.8,2.397,Moderate,Yes,15
GAP-05327,2023-10-24,2023,10,Autumn,Poland,Wroclaw,57.4921,-120.2504,39882,22.1,99,Moderate,Advisory,52.88,114.42,26.55,14.61,6.4,146.5,85.87,29.34,0.9547,3.533,21.94,15.34,12.7,46.8,13.5,SW,1006.3,8.76,Foggy,Residential Heating (Wood/Coal),Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.8,16.5,2.525,Low,Yes,15
GAP-05328,2017-05-17,2017,5,Spring,Bangladesh,Gazipur,40.3593,-89.1072,45700,13.2,109,Unhealthy for Sensitive Groups,Watch,45.0,79.63,73.84,49.79,0.69,109.23,30.07,1.96,1.3002,17.544,14.11,25.89,7.6,14.2,8.2,SE,1012.0,8.64,Windy,Pesticide Spraying,Yes,Medium,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",21.8,18.2,3.76,Moderate,Yes,15
GAP-05329,2024-12-04,2024,12,Winter,Bangladesh,Gazipur,31.9246,-96.5636,15917,51.6,450,Hazardous,Hazardous Emergency,240.24,474.88,596.59,221.92,15.66,50.77,470.99,16.29,0.4152,10.824,47.3,1.36,25.5,86.1,25.8,NW,998.6,4.38,Sunny,Garbage Burning,No,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",90.0,75.0,2.318,Very High,Yes,15
GAP-05330,2019-01-23,2019,1,Winter,South Africa,Durban,40.225,16.0941,20482,46.3,160,Unhealthy,Warning,93.28,231.93,89.61,24.76,3.48,155.18,44.26,51.93,1.2726,17.081,6.95,23.9,40.2,78.9,24.7,NW,1001.4,8.0,Cloudy,Chemical Plants,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",32.0,26.7,3.538,Moderate,Yes,15
GAP-05331,2017-02-03,2017,2,Winter,Canada,Montreal,59.9876,94.8607,534,16.9,81,Moderate,Advisory,36.83,90.73,24.42,32.95,0.88,177.99,42.34,62.51,0.2296,14.368,34.67,11.7,-12.6,46.3,19.8,NE,964.4,8.99,Hazy,Power Plants (Gas),No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.2,13.5,1.871,Low,Yes,15
GAP-05332,2022-12-22,2022,12,Winter,India,Chennai,11.5101,-103.5547,11369,19.8,99,Moderate,Advisory,66.23,107.69,105.97,38.29,5.09,52.14,9.99,62.83,0.8404,12.594,42.69,4.4,-2.6,47.0,12.7,W,1036.0,8.76,Sunny,Construction Dust,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.8,16.5,3.164,Low,Yes,15
GAP-05333,2016-12-23,2016,12,Winter,Iran,Mashhad,-54.4542,13.9579,10646,7.2,462,Hazardous,Hazardous Emergency,239.93,410.53,386.41,127.11,1.75,16.35,113.82,57.67,1.289,0.608,41.0,14.23,9.1,57.9,32.8,N,1005.5,4.22,Rainy,Mining Operations,No,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",92.4,77.0,3.428,Very High,Yes,15
GAP-05334,2020-01-06,2020,1,Winter,Russia,Novosibirsk,63.0832,-104.1515,21589,45.0,75,Moderate,Advisory,43.42,65.33,8.59,26.56,4.57,145.0,21.11,1.42,1.124,3.749,16.28,8.6,40.9,87.2,16.1,NW,1023.4,9.06,Foggy,Industrial Factories,No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,15.0,12.5,2.761,Low,Yes,15
GAP-05335,2017-09-15,2017,9,Autumn,South Korea,Incheon,22.6189,143.9193,3378,48.3,252,Very Unhealthy,Emergency,147.69,315.46,218.74,8.93,9.71,10.38,347.54,2.34,1.1662,4.879,29.53,13.82,17.6,62.9,34.4,E,1022.5,6.85,Windy,Industrial Factories,Yes,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",50.4,42.0,3.167,High,Yes,15
GAP-05336,2024-07-22,2024,7,Summer,Saudi Arabia,Riyadh,52.6429,-41.7163,49226,19.2,209,Very Unhealthy,Emergency,100.6,244.89,277.26,58.75,0.48,151.14,199.65,42.51,1.4483,2.75,17.56,18.98,-14.7,86.1,26.8,W,978.8,7.39,Sunny,Garbage Burning,No,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",41.8,34.8,3.385,High,Yes,15
GAP-05337,2020-11-21,2020,11,Autumn,Australia,Perth,61.4551,-81.3515,43115,6.3,82,Moderate,Advisory,51.0,106.01,41.03,23.79,5.66,86.59,2.62,58.97,1.4974,1.144,30.76,12.26,18.9,37.1,26.5,NE,967.5,8.97,Hazy,Volcanic Activity,No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.4,13.7,3.667,Low,Yes,15
GAP-05338,2024-10-16,2024,10,Autumn,Vietnam,Hanoi,-54.1902,70.049,5305,6.9,51,Moderate,Advisory,34.27,62.72,58.15,15.16,1.2,134.37,32.34,16.95,1.3756,10.137,39.76,28.42,29.0,51.3,30.1,SE,1007.1,9.36,Smoggy,Biomass Burning,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,10.2,8.5,4.053,Low,Yes,15
GAP-05339,2016-07-07,2016,7,Summer,Philippines,Davao,-1.4333,122.2233,22022,13.8,200,Unhealthy,Warning,117.4,261.31,105.82,16.48,2.93,134.43,298.28,36.49,0.2586,1.488,24.33,21.63,21.1,35.7,21.0,NE,1003.5,7.5,Foggy,Power Plants (Gas),No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",40.0,33.3,1.078,High,Yes,15
GAP-05340,2022-01-25,2022,1,Winter,Brazil,Manaus,55.8733,61.7749,4623,14.5,149,Unhealthy for Sensitive Groups,Watch,97.74,218.53,192.79,55.38,8.87,148.24,155.04,17.12,1.4566,9.668,41.55,24.07,10.7,83.9,9.1,N,988.4,8.14,Rainy,Power Plants (Coal),No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",29.8,24.8,4.228,Moderate,Yes,15
GAP-05341,2021-05-27,2021,5,Spring,Japan,Fukuoka,20.4412,-8.8243,9485,46.6,138,Unhealthy for Sensitive Groups,Watch,69.75,156.06,5.87,52.54,8.71,178.64,185.52,55.61,0.5211,5.761,6.29,8.96,3.3,72.8,25.6,W,1001.7,8.28,Hazy,Agricultural Burning,No,Medium,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.6,23.0,1.456,Moderate,Yes,15
GAP-05342,2018-04-11,2018,4,Spring,Colombia,Medellin,47.8539,97.6219,20780,54.7,82,Moderate,Advisory,42.34,66.33,12.63,27.1,4.59,26.72,95.77,69.22,0.8496,9.826,23.27,9.25,38.8,86.4,18.1,NW,979.4,8.97,Foggy,Steel Manufacturing,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.4,13.7,2.656,Low,Yes,15
GAP-05343,2015-03-25,2015,3,Spring,Philippines,Manila,2.0442,-77.5014,26364,7.6,56,Moderate,Advisory,23.31,46.74,35.8,9.19,3.05,113.14,33.22,39.57,0.8095,18.821,26.13,19.81,39.6,73.1,19.3,N,992.1,9.3,Clear,Sandstorm/Dust Storm,Yes,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,11.2,9.3,3.083,Low,Yes,15
